Name,Version
libwinpr-utils0.1:amd64,1.1.0
libwireshark-data,2.6.6
libwireshark11:amd64,2.6.6
libwiretap8:amd64,2.6.6
libwmf0.2-7:amd64,0.2.8.4
libwmf0.2-7-gtk,0.2.8.4
libwnck-3-0:amd64,3.14.1
libwnck-3-common,3.14.1
libwpd-0.10-10:amd64,0.10.1
libwpg-0.3-3:amd64,0.3.1
libwps-0.4-4:amd64,0.4.3
libwrap0:amd64,7.6.q
libwscodecs2:amd64,2.6.6
libwsutil9:amd64,2.6.6
libwww-perl,6.15
libwww-robotrules-perl,6.01
libx11-6:amd64,1.6.3
libx11-data,1.6.3
libx11-dev:amd64,1.6.3
libx11-doc,1.6.3
libx11-protocol-perl,0.56
libx11-xcb-dev:amd64,1.6.3
libx11-xcb1:amd64,1.6.3
libx264-148:amd64,0.148.2643
libx265-79:amd64,1.9
libx32asan0,4.8.5
libx32asan2,5.4.0
libx32atomic1,5.4.0
libx32cilkrts5,5.4.0
libx32gcc-4.8-dev,4.8.5
libx32gcc-5-dev,5.4.0
libx32gcc1,6.0.1
libx32gomp1,5.4.0
libx32itm1,5.4.0
libx32quadmath0,5.4.0
libx32stdc++-5-dev,5.4.0
libx32stdc++6,5.4.0
libx32ubsan0,5.4.0
libx86-1:amd64,1.1
libxapian22v5:amd64,1.2.22
libxatracker2:amd64,17.2.8
libxau-dev:amd64,1.0.8
libxau6:amd64,1.0.8
libxaw7:amd64,1.0.13
libxcb-dri2-0:amd64,1.11.1
libxcb-dri2-0-dev:amd64,1.11.1
libxcb-dri3-0:amd64,1.11.1
libxcb-dri3-dev:amd64,1.11.1
libxcb-glx0:amd64,1.11.1
libxcb-glx0-dev:amd64,1.11.1
libxcb-icccm4:amd64,0.4.1
libxcb-image0:amd64,0.4.0
libxcb-keysyms1:amd64,0.4.0
libxcb-present-dev:amd64,1.11.1
libxcb-present0:amd64,1.11.1
libxcb-randr0:amd64,1.11.1
libxcb-randr0-dev:amd64,1.11.1
libxcb-render-util0:amd64,0.3.9
libxcb-render0:amd64,1.11.1
libxcb-render0-dev:amd64,1.11.1
libxcb-shape0:amd64,1.11.1
libxcb-shape0-dev:amd64,1.11.1
libxcb-shm0:amd64,1.11.1
libxcb-sync-dev:amd64,1.11.1
libxcb-sync1:amd64,1.11.1
libxcb-util1:amd64,0.4.0
libxcb-xfixes0:amd64,1.11.1
libxcb-xfixes0-dev:amd64,1.11.1
libxcb-xkb1:amd64,1.11.1
libxcb1:amd64,1.11.1
libxcb1-dev:amd64,1.11.1
libxcomposite1:amd64,0.4.4
libxcursor1:amd64,1.1.14
libxdamage-dev:amd64,1.1.4
libxdamage1:amd64,1.1.4
libxdmcp-dev:amd64,1.1.2
libxdmcp6:amd64,1.1.2
libxen-4.6:amd64,4.6.5
libxenstore3.0:amd64,4.6.5
libxext-dev:amd64,1.3.3
libxext6:amd64,1.3.3
libxfixes-dev:amd64,5.0.1
libxfixes3:amd64,5.0.1
libxfont1:amd64,1.5.1
libxfont2:amd64,2.0.1
libxft2:amd64,2.3.2
libxi-dev,1.7.6
libxi6:amd64,1.7.6
libxinerama1:amd64,1.1.3
libxkbcommon-x11-0:amd64,0.5.0
libxkbcommon0:amd64,0.5.0
libxkbfile1:amd64,1.0.9
libxklavier16:amd64,5.4
libxml-parser-perl,2.44
libxml-twig-perl,3.48
libxml-xpathengine-perl,0.13
libxml2:amd64,2.9.3
libxmu6:amd64,1.1.2
libxmuu1:amd64,1.1.2
libxnvctrl0,361.42
libxpm4:amd64,3.5.11
libxrandr2:amd64,1.5.0
libxrender1:amd64,0.9.9
libxres1:amd64,1.0.7
libxshmfence-dev:amd64,1.2
libxshmfence1:amd64,1.2
libxslt1.1:amd64,1.1.28
libxss1:amd64,1.2.2
libxt-dev:amd64,1.1.5
libxt6:amd64,1.1.5
libxtables11:amd64,1.6.0
libxtst-dev:amd64,1.2.2
libxtst6:amd64,1.2.2
libxv1:amd64,1.0.10
libxvidcore4:amd64,1.3.4
libxvmc1:amd64,1.0.9
libxxf86dga1:amd64,1.1.4
libxxf86vm-dev:amd64,1.1.4
libxxf86vm1:amd64,1.1.4
libyajl2:amd64,2.1.0
libyaml-0-2:amd64,0.1.6
libyaml-libyaml-perl,0.41
libyaml-tiny-perl,1.69
libyara3:amd64,3.4.0
libyelp0:amd64,3.18.1
libzbar0:amd64,0.10
libzeitgeist-1.0-1:amd64,0.3.18
libzeitgeist-2.0-0:amd64,0.9.16
libzmq5:amd64,4.1.4
libzstd-dev,0.5.1
libzstd0,0.5.1
libzvbi-common,0.2.35
libzvbi0:amd64,0.2.35
light-themes,14.04
lightdm,1.18.3
lintian,2.5.43
linux-base,4.5
linux-firmware,1.157.21
linux-generic-hwe-16.04,4.15.0.43.64
linux-headers-4.10.0-33,4.10.0
linux-headers-4.10.0-33-generic,4.10.0
linux-headers-4.10.0-35,4.10.0
linux-headers-4.10.0-35-generic,4.10.0
linux-headers-4.10.0-37,4.10.0
linux-headers-4.10.0-37-generic,4.10.0
linux-headers-4.13.0-32,4.13.0
linux-headers-4.13.0-32-generic,4.13.0
linux-headers-4.13.0-36,4.13.0
linux-headers-4.13.0-36-generic,4.13.0
linux-headers-4.13.0-37,4.13.0
linux-headers-4.13.0-37-generic,4.13.0
linux-headers-4.13.0-38,4.13.0
linux-headers-4.13.0-38-generic,4.13.0
linux-headers-4.13.0-39,4.13.0
linux-headers-4.13.0-39-generic,4.13.0
linux-headers-4.13.0-41,4.13.0
linux-headers-4.13.0-41-generic,4.13.0
linux-headers-4.13.0-45,4.13.0
linux-headers-4.13.0-45-generic,4.13.0
linux-headers-4.15.0-24,4.15.0
linux-headers-4.15.0-24-generic,4.15.0
linux-headers-4.15.0-36,4.15.0
linux-headers-4.15.0-36-generic,4.15.0
linux-headers-4.15.0-39,4.15.0
linux-headers-4.15.0-39-generic,4.15.0
linux-headers-4.15.0-42,4.15.0
linux-headers-4.15.0-42-generic,4.15.0
linux-headers-4.15.0-43,4.15.0
linux-headers-4.15.0-43-generic,4.15.0
linux-headers-generic-hwe-16.04,4.15.0.43.64
linux-hwe-tools-4.15.0-24,4.15.0
linux-image-4.10.0-32-generic,4.10.0
linux-image-4.10.0-33-generic,4.10.0
linux-image-4.10.0-35-generic,4.10.0
linux-image-4.10.0-37-generic,4.10.0
linux-image-4.13.0-32-generic,4.13.0
linux-image-4.13.0-36-generic,4.13.0
linux-image-4.13.0-37-generic,4.13.0
linux-image-4.13.0-38-generic,4.13.0
linux-image-4.13.0-39-generic,4.13.0
linux-image-4.13.0-41-generic,4.13.0
linux-image-4.13.0-45-generic,4.13.0
linux-image-4.15.0-24-generic,4.15.0
linux-image-4.15.0-36-generic,4.15.0
linux-image-4.15.0-39-generic,4.15.0
linux-image-4.15.0-42-generic,4.15.0
linux-image-4.15.0-43-generic,4.15.0
linux-image-4.8.0-36-generic,4.8.0
linux-image-4.8.0-41-generic,4.8.0
linux-image-4.8.0-51-generic,4.8.0
linux-image-4.8.0-52-generic,4.8.0
linux-image-extra-4.10.0-32-generic,4.10.0
linux-image-extra-4.10.0-33-generic,4.10.0
linux-image-extra-4.10.0-35-generic,4.10.0
linux-image-extra-4.10.0-37-generic,4.10.0
linux-image-extra-4.13.0-32-generic,4.13.0
linux-image-extra-4.13.0-36-generic,4.13.0
linux-image-extra-4.13.0-37-generic,4.13.0
linux-image-extra-4.13.0-38-generic,4.13.0
linux-image-extra-4.13.0-39-generic,4.13.0
linux-image-extra-4.13.0-41-generic,4.13.0
linux-image-extra-4.13.0-45-generic,4.13.0
linux-image-extra-4.8.0-36-generic,4.8.0
linux-image-extra-4.8.0-41-generic,4.8.0
linux-image-extra-4.8.0-51-generic,4.8.0
linux-image-extra-4.8.0-52-generic,4.8.0
linux-image-generic-hwe-16.04,4.15.0.43.64
linux-libc-dev:amd64,4.4.0
linux-modules-4.15.0-24-generic,4.15.0
linux-modules-4.15.0-36-generic,4.15.0
linux-modules-4.15.0-39-generic,4.15.0
linux-modules-4.15.0-42-generic,4.15.0
linux-modules-4.15.0-43-generic,4.15.0
linux-modules-extra-4.15.0-24-generic,4.15.0
linux-modules-extra-4.15.0-36-generic,4.15.0
linux-modules-extra-4.15.0-39-generic,4.15.0
linux-modules-extra-4.15.0-42-generic,4.15.0
linux-modules-extra-4.15.0-43-generic,4.15.0
linux-sound-base,1.0.25
linux-tools-4.15.0-24-generic,4.15.0
linux-tools-4.4.0-141,4.4.0
linux-tools-4.4.0-141-generic,4.4.0
linux-tools-common,4.4.0
linux-tools-generic,4.4.0.141.147
locales,2.23
login,4.2
logrotate,3.8.7
lp-solve,5.5.0.13
lsb-base,9.20160110
lsb-release,9.20160110
lshw,02.17
lsof,4.89
ltrace,0.7.3
lua-lpeg:amd64,0.12.2
lua5.1,5.1.5
m17n-db,1.7.0
m4,1.4.17
make,4.1
makedev,2.3.1
man-db,2.7.5
manpages,4.04
manpages-dev,4.04
mawk,1.3.3
media-player-info,22
memtest86+,5.01
mercurial,3.7.3
mercurial-common,3.7.3
mesa-common-dev:amd64,17.2.8
mesa-opencl-icd:amd64,17.2.8
mesa-vdpau-drivers:amd64,17.2.8
metacity-common,3.18.7
mime-support,3.59
minisat,2.2.1
mlocate,0.26
mobile-broadband-provider-info,20140317
modemmanager,1.6.4
mongodb-org,3.2.20
mongodb-org-mongos,3.2.20
mongodb-org-server,3.2.20
mongodb-org-shell,3.2.20
mongodb-org-tools,3.2.20
mount,2.27.1
mountall,2.54
mousetweaks,3.12.0
mpi-default-bin,1.4
mpi-default-dev,1.4
mscompress,0.4
msr-tools,1.3
mtools,4.0.18
mtr-tiny,0.86
multiarch-support,2.23
mysql-common,5.7.25
mythes-en-us,5.1.0
mythes-it,2.0.7.gh.deb1
nano,2.5.3
nasm,2.11.08
nautilus,3.18.4.is.3.14.3
nautilus-data,3.18.4.is.3.14.3
nautilus-sendto,3.8.2
nautilus-share,0.7.3
ncurses-base,6.0
ncurses-bin,6.0
ncurses-term,6.0
ndiff,7.01
net-tools,1.60
netbase,5.3
netcat-openbsd,1.105
netpbm,10.0
network-manager,1.2.6
network-manager-gnome,1.2.6
network-manager-pptp,1.1.93
network-manager-pptp-gnome,1.1.93
nmap,7.01
notify-osd,0.9.35
notify-osd-icons,0.8
ntfs-3g,2015.3.14AR.1
nux-tools,4.0.8
ocaml,4.02.3
ocaml-base,4.02.3
ocaml-base-nox,4.02.3
ocaml-compiler-libs,4.02.3
ocaml-findlib,1.5.5
ocaml-interp,4.02.3
ocaml-native-compilers,4.02.3
ocaml-nox,4.02.3
ocl-icd-libopencl1:amd64,2.2.8
odbcinst,2.3.1
odbcinst1debian2:amd64,2.3.1
onboard,1.2.0
onboard-data,1.2.0
opam,1.2.2
opam-docs,1.2.2
open-vm-tools,10.0.7
open-vm-tools-desktop,10.0.7
open-vm-tools-dkms,10.0.7
openjdk-8-jdk:amd64,8u191
openjdk-8-jdk-headless:amd64,8u191
openjdk-8-jre:amd64,8u191
openjdk-8-jre-headless:amd64,8u191
openmpi-bin,1.10.2
openmpi-common,1.10.2
openoffice.org-hyphenation,0.9
openprinting-ppds,20160212
openssh-client,7.2p2
openssh-server,7.2p2
openssh-sftp-server,7.2p2
openssl,1.0.2g
openvpn,2.3.10
os-prober,1.70
otags,4.02.2
overlay-scrollbar,0.2.17.1
overlay-scrollbar-gtk2:amd64,0.2.17.1
oxideqt-codecs-extra:amd64,1.21.5
p11-kit,0.23.2
p11-kit-modules:amd64,0.23.2
parted,3.2
passwd,4.2
patch,2.7.5
patchutils,0.3.4
pciutils,3.3.1
pcmciautils,018
perl,5.22.1
perl-base,5.22.1
perl-modules-5.22,5.22.1
pinentry-curses,0.9.7
pinentry-gnome3,0.9.7
pkg-config,0.29.1
plainbox-provider-checkbox,0.25
plainbox-provider-resource-generic,0.23
plainbox-secure-policy,0.25
plymouth,0.9.2
plymouth-label,0.9.2
plymouth-theme-ubuntu-logo,0.9.2
plymouth-theme-ubuntu-text,0.9.2
pm-utils,1.4.1
po-debconf,1.0.19
policykit-1,0.105
policykit-1-gnome,0.105
policykit-desktop-privileges,0.20
poppler-data,0.4.7
poppler-utils,0.41.0
popularity-contest,1.64
powermgmt-base,1.31
ppp,2.4.7
pppconfig,2.3.22
pppoeconf,1.21
pptp-linux,1.8.0
printer-driver-brlaser,3
printer-driver-c2esp,27
printer-driver-foo2zjs,20151024dfsg0
printer-driver-foo2zjs-common,20151024dfsg0
printer-driver-gutenprint,5.2.11
printer-driver-hpcups,3.16.3
printer-driver-min12xxw,0.0.9
printer-driver-pnm2ppa,1.13
printer-driver-postscript-hp,3.16.3
printer-driver-ptouch,1.4
printer-driver-pxljr,1.4
printer-driver-sag-gdi,0.1
printer-driver-splix,2.0.0
procps,3.3.10
psmisc,22.21
pulseaudio,8.0
pulseaudio-module-bluetooth,8.0
pulseaudio-module-x11,8.0
pulseaudio-utils,8.0
pyotherside,1.4.0
python,2.7.12
python-all,2.7.12
python-all-dev,2.7.12
python-appindicator,12.10.1
python-apt,1.1.0
python-apt-common,1.1.0
python-asn1crypto,0.22.0
python-attr,15.2.0
python-bs4,4.4.1
python-bzrlib,2.7.0
python-cairo,1.8.8
python-capstone,3.0.4
python-catkin-pkg,0.4.1
python-catkin-pkg-modules,0.4.1
python-cffi-backend,1.10.0
python-chardet,3.0.4
python-configobj,5.0.6
python-crypto,2.6.1
python-cryptography,1.9
python-dateutil,2.4.2
python-dbus,1.2.0
python-dev,2.7.12
python-distorm3,3.3.0
python-docutils,0.12
python-ecdsa,0.13
python-enum34,1.1.2
python-gi,3.20.0
python-glade2,2.24.0
python-gobject,3.20.0
python-gobject-2,2.28.6
python-gpgme,0.3
python-gtk2,2.24.0
python-html5lib,0.999
python-httplib2,0.9.1
python-idna,2.5
python-imaging,3.1.2
python-ipaddress,1.0.17
python-jdcal,1.0
python-keyring,7.3
python-launchpadlib,1.10.3
python-lazr.restfulclient,0.13.4
python-lazr.uri,1.0.3
python-libtorrent,1.0.7
python-lxml,3.5.0
python-matplotlib-data,1.5.1
python-minimal,2.7.12
python-nose,1.3.7
python-notify,0.1.1
python-numpy,1.11.0
python-oauth,1.0.1
python-openpyxl,2.3.0
python-openssl,17.3.0
python-pam,0.4.2
python-paramiko,1.16.0
python-pbr,1.8.0
python-pil:amd64,3.1.2
python-pip,8.1.1
python-pip-whl,8.1.1
python-pkg-resources,33.1.1
python-py,1.4.31
python-pyasn1,0.1.9
python-pyasn1-modules,0.0.7
python-pycurl,7.43.0
python-pyelftools,0.23
python-pygame,1.9.1release
python-pygments,2.1
python-pyopencl-doc,2015.1
python-pyparsing,2.0.3
python-pytest,2.8.7
python-roman,2.0.0
python-rosdistro,0.6.8
python-rosdistro-modules,0.6.8
python-rosinstall,0.7.8
python-rospkg-modules,1.1.4
python-secretstorage,2.1.3
python-serial,3.0.1
python-service-identity,16.0.0
python-setuptools,33.1.1
python-simplejson,3.8.1
python-six,1.11.0
python-stevedore,1.12.0
python-talloc,2.1.5
python-tk,2.7.12
python-twisted,16.0.0
python-twisted-bin,16.0.0
python-twisted-core,16.0.0
python-twisted-web,16.0.0
python-tz,2014.10
python-vcstools,0.1.40
python-virtualenv,15.0.1
python-wadllib,1.3.2
python-wheel,0.29.0
python-wstool,0.1.17
python-xdg,0.25
python-yaml,3.11
python-yara,3.4.0
python-zope.interface,4.3.2
python2.7,2.7.12
python2.7-dev,2.7.12
python2.7-minimal,2.7.12
python3,3.5.1
python3-acme,0.22.2
python3-appdirs,1.4.0
python3-apport,2.20.1
python3-apt,1.1.0
python3-aptdaemon,1.1.1
python3-aptdaemon.gtk3widgets,1.1.1
python3-aptdaemon.pkcompat,1.1.1
python3-asn1crypto,0.22.0
python3-blinker,1.3.dfsg2
python3-brlapi,5.3.1
python3-bs4,4.4.1
python3-cairo,1.10.0
python3-certbot,0.22.2
python3-certifi,2017.4.17
python3-cffi-backend,1.10.0
python3-chardet,3.0.4
python3-checkbox-support,0.22
python3-commandnotfound,0.3
python3-configargparse,0.11.0
python3-configobj,5.0.6
python3-cryptography,1.9
python3-cups,1.9.73
python3-cupshelpers,1.5.7
python3-dbus,1.2.0
python3-debian,0.1.27
python3-decorator,4.0.6
python3-defer,1.0.6
python3-dev,3.5.1
python3-distupgrade,16.04.25
python3-feedparser,5.1.3
python3-funcsigs,0.4
python3-future,0.15.2
python3-gdbm:amd64,3.5.1
python3-gi,3.20.0
python3-gi-cairo,3.20.0
python3-guacamole,0.9.2
python3-html5lib,0.999
python3-httplib2,0.9.1
python3-icu,1.9.2
python3-idna,2.5
python3-jinja2,2.8
python3-josepy,1.0.1
python3-jwt,1.3.0
python3-louis,2.6.4
python3-lxml,3.5.0
python3-mako,1.0.3
python3-markupsafe,0.23
python3-minimal,3.5.1
python3-mock,1.3.0
python3-ndg-httpsclient,0.4.2
python3-numpy,1.11.0
python3-oauthlib,1.0.3
python3-openssl,17.3.0
python3-padme,1.1.1
python3-parsedatetime,2.4
python3-pbr,1.8.0
python3-pexpect,4.0.1
python3-pil:amd64,3.1.2
python3-pip,8.1.1
python3-pkg-resources,33.1.1
python3-plainbox,0.25
python3-problem-report,2.20.1
python3-ptyprocess,0.5
python3-pyasn1,0.1.9
python3-pyatspi,2.18.0
python3-pycurl,7.43.0
python3-pyopencl,2015.1
python3-pyparsing,2.0.3
python3-pytools,2015.1.6
python3-renderpm:amd64,3.3.0
python3-reportlab,3.3.0
python3-reportlab-accel:amd64,3.3.0
python3-requests,2.18.1
python3-rfc3339,1.0
python3-setuptools,33.1.1
python3-six,1.11.0
python3-software-properties,0.96.20.7
python3-speechd,0.8.3
python3-systemd,231
python3-tz,2014.10
python3-uno,5.1.6
python3-update-manager,16.04.12
python3-urllib3,1.21.1
python3-virtualenv,15.0.1
python3-wheel,0.29.0
python3-xdg,0.25
python3-xkit,0.5.0
python3-xlsxwriter,0.7.3
python3-zope.component,4.3.0
python3-zope.event,4.2.0
python3-zope.hookable,4.0.4
python3-zope.interface,4.3.2
python3.5,3.5.2
python3.5-dev,3.5.2
python3.5-minimal,3.5.2
qdbus,4.8.7
qemu,2.5
qemu-block-extra:amd64,2.5
qemu-slof,20151103
qemu-system,2.5
qemu-system-arm,2.5
qemu-system-common,2.5
qemu-system-mips,2.5
qemu-system-misc,2.5
qemu-system-ppc,2.5
qemu-system-sparc,2.5
qemu-system-x86,2.5
qemu-user,2.5
qemu-user-binfmt,2.5
qemu-utils,2.5
qml-module-io-thp-pyotherside:amd64,1.4.0
qml-module-qt-labs-folderlistmodel:amd64,5.5.1
qml-module-qt-labs-settings:amd64,5.5.1
qml-module-qtfeedback:amd64,5.0
qml-module-qtgraphicaleffects:amd64,5.5.1
qml-module-qtquick-layouts:amd64,5.5.1
qml-module-qtquick-window2:amd64,5.5.1
qml-module-qtquick2:amd64,5.5.1
qml-module-qttest:amd64,5.5.1
qml-module-ubuntu-components:amd64,1.3.1918
qml-module-ubuntu-layouts:amd64,1.3.1918
qml-module-ubuntu-onlineaccounts:amd64,0.6
qml-module-ubuntu-performancemetrics:amd64,1.3.1918
qml-module-ubuntu-test:amd64,1.3.1918
qml-module-ubuntu-web:amd64,0.23
qmlscene,5.5.1
qpdf,8.0.2
qt-at-spi:amd64,0.4.0
qt4-linguist-tools,4.8.7
qt4-qmake,4.8.7
qtchooser,52
qtcore4-l10n,4.8.7
qtdeclarative5-accounts-plugin:amd64,0.6
qtdeclarative5-dev-tools,5.5.1
qtdeclarative5-qtquick2-plugin:amd64,5.5.1
qtdeclarative5-test-plugin:amd64,5.5.1
qtdeclarative5-ubuntu-ui-toolkit-plugin,1.3.1918
qtdeclarative5-unity-action-plugin:amd64,1.1.0
qttranslations5-l10n,5.5.1
rake,10.5.0
readline-common,6.3
remmina,1.1.2
remmina-common,1.1.2
remmina-plugin-rdp,1.1.2
remmina-plugin-vnc,1.1.2
rename,0.20
resolvconf,1.78
rfkill,0.5
rhythmbox,3.3
rhythmbox-data,3.3
rhythmbox-plugin-zeitgeist,3.3
rhythmbox-plugins,3.3
rsync,3.1.1
rsyslog,8.16.0
rtkit,0.11
ruby,2.3.0
ruby-did-you-mean,1.0.0
ruby-minitest,5.8.4
ruby-net-telnet,0.1.1
ruby-power-assert,0.2.7
ruby-test-unit,3.1.7
ruby2.3,2.3.1
rubygems-integration,1.10
samba-libs:amd64,4.3.11
sane-utils,1.0.25
sbcl,1.3.1
sbsigntool,0.6
screen-resolution-extra,0.17.1.1
seabios,1.8.2
seahorse,3.18.0
secureboot-db,1.1
sed,4.2.2
sensible-utils,0.0.9
session-migration,0.2.3
session-shortcuts,1.2
sessioninstaller,0.20
sgml-base,1.26
shared-mime-info,1.5
sharutils,4.15.2
shotwell,0.22.0
shotwell-common,0.22.0
signon-keyring-extension,0.6
signon-plugin-oauth2,0.23
signon-plugin-password,8.58
signon-ui,0.17
signon-ui-service,0.17
signon-ui-x11,0.17
signond,8.58
simple-scan,3.20.0
snap-confine,2.24.1
snapd,2.29.4.2
snapd-login-service,1.13
sni-qt:amd64,0.2.7
socat,1.7.3.1
software-properties-common,0.96.20.7
software-properties-gtk,0.96.20.7
sound-theme-freedesktop,0.8
speech-dispatcher,0.8.3
speech-dispatcher-audio-plugins:amd64,0.8.3
sqlite3,3.11.0
squashfs-tools,4.3
ssh-import-id,5.5
ssl-cert,1.0.37
strace,4.11
subversion,1.9.3
sudo,1.8.16
suru-icon-theme,14.04
syslinux,6.03
syslinux-common,6.03
syslinux-legacy,3.63
system-config-printer-common,1.5.7
system-config-printer-gnome,1.5.7
system-config-printer-udev,1.5.7
systemd,229
systemd-sysv,229
sysv-rc,2.88dsf
sysvinit-utils,2.88dsf
t1utils,1.39
tango-icon-theme,0.8.90
tar,1.28
tcl,8.6.0
tcl8.6,8.6.5
tcpd,7.6.q
tcpdump,4.9.2
telnet,0.17
thermald,1.5
thunderbird,60.4.0
thunderbird-gnome-support,60.4.0
thunderbird-locale-en,60.4.0
thunderbird-locale-en-us,60.4.0
thunderbird-locale-it,60.4.0
time,1.7
tk,8.6.0
tk8.6,8.6.5
tk8.6-blt2.5,2.5.3
tmux,2.1
toshset,1.76
totem,3.18.1
totem-common,3.18.1
totem-plugins,3.18.1
transmission-common,2.84
transmission-gtk,2.84
tree,1.7.0
ttf-ancient-fonts-symbola,2.59
ttf-bitstream-vera,1.10
ttf-ubuntu-font-family,0.83
tzdata,2018i
ubuntu-artwork,14.04
ubuntu-core-launcher,2.29.4.2
ubuntu-desktop,1.361.1
ubuntu-docs,16.04.4
ubuntu-drivers-common,0.4.17.7
ubuntu-keyring,2012.05.19
ubuntu-minimal,1.361.1
ubuntu-mobile-icons,14.04
ubuntu-mono,14.04
ubuntu-release-upgrader-core,16.04.25
ubuntu-release-upgrader-gtk,16.04.25
ubuntu-restricted-addons,23
ubuntu-session,3.18.1.2
ubuntu-settings,15.10.8
ubuntu-software,3.20.5
ubuntu-sounds,0.13
ubuntu-standard,1.361.1
ubuntu-system-service,0.3
ubuntu-touch-sounds,15.08
ubuntu-ui-toolkit-theme,1.3.1918
ubuntu-wallpapers,16.04.1
ubuntu-wallpapers-xenial,16.04.1
ucf,3.0036
ucspi-tcp,0.88
udev,229
udisks2,2.1.7
ufw,0.35
unattended-upgrades,0.90
unity,7.4.5
unity-accessibility-profiles,0.1.10
unity-asset-pool,0.8.24
unity-control-center,15.04.0
unity-control-center-faces,15.04.0
unity-control-center-signon,0.1.8
unity-greeter,16.04.2
unity-gtk-module-common,0.0.0
unity-gtk2-module:amd64,0.0.0
unity-gtk3-module:amd64,0.0.0
unity-lens-applications,7.1.0
unity-lens-files,7.1.0
unity-lens-music,6.9.1
unity-lens-photos,1.0
unity-lens-video,0.3.15
unity-schemas,7.4.5
unity-scope-calculator,0.1
unity-scope-chromiumbookmarks,0.1
unity-scope-colourlovers,0.1
unity-scope-devhelp,0.1
unity-scope-firefoxbookmarks,0.1
unity-scope-gdrive,0.9
unity-scope-home,6.8.2
unity-scope-manpages,3.0
unity-scope-openclipart,0.1
unity-scope-texdoc,0.1
unity-scope-tomboy,0.1
unity-scope-video-remote,0.3.15
unity-scope-virtualbox,0.1
unity-scope-yelp,0.1
unity-scope-zotero,0.1
unity-scopes-master-default,6.8.2
unity-scopes-runner,7.1.4
unity-services,7.4.5
unity-settings-daemon,15.04.1
unity-webapps-common,2.4.17
unity-webapps-qml,0.1
unity-webapps-service,2.5.0
unixodbc,2.3.1
unixodbc-dev,2.3.1
uno-libs3,5.1.6
unzip,6.0
update-inetd,4.43
update-manager,16.04.12
update-manager-core,16.04.12
update-notifier,3.168.8
update-notifier-common,3.168.8
upower,0.99.4
upstart,1.13.2
ure,5.1.6
ureadahead,0.100.0
usb-creator-common,0.3.2
usb-creator-gtk,0.3.2
usb-modeswitch,2.2.5
usb-modeswitch-data,20151101
usbmuxd,1.1.0
usbutils,007
util-linux,2.27.1
uuid-runtime,2.27.1
va-driver-all:amd64,1.7.0
vbetool,1.1
vdpau-driver-all:amd64,1.1.1
vdpau-va-driver:amd64,0.7.4
vim,7.4.1689
vim-common,7.4.1689
vim-runtime,7.4.1689
vim-tiny,7.4.1689
vino,3.8.1
virtualenv,15.0.1
virtualenv-clone,0.2.5
virtualenvwrapper,4.3.1
volatility,2.5
volatility-tools,2.5
wamerican,7.1
wbritish,7.1
webapp-container,0.23
webbrowser-app,0.23
wget,1.17.1
whiptail,0.52.18
whoopsie,0.2.52.5
whoopsie-preferences,0.18
wireless-regdb,2015.07.20
wireless-tools,30
wireshark,2.6.6
wireshark-common,2.6.6
wireshark-gtk,2.6.6
wireshark-qt,2.6.6
witalian,1.7.6
wpasupplicant,2.4
x11-apps,7.7
x11-common,7.7
x11-session-utils,7.7
x11-utils,7.7
x11-xkb-utils,7.7
x11-xserver-utils,7.7
x11proto-core-dev,7.0.31
x11proto-damage-dev,1.2.1
x11proto-dri2-dev,2.8
x11proto-fixes-dev,5.0
x11proto-gl-dev,1.4.17
x11proto-input-dev,2.3.1
x11proto-kb-dev,1.0.7
x11proto-record-dev,1.14.2
x11proto-xext-dev,7.3.0
x11proto-xf86vidmode-dev,2.3.1
xauth,1.0.9
xbitmaps,1.1.1
xbrlapi,5.3.1
xclip,0.12
xcursor-themes,1.0.4
xdg-user-dirs,0.15
xdg-user-dirs-gtk,0.10
xdg-utils,1.1.1
xdiagnose,3.8.4.1
xfonts-base,1.0.4
xfonts-encodings,1.0.4
xfonts-scalable,1.0.3
xfonts-utils,7.7
xinit,1.3.4
xinput,1.6.2
xkb-data,2.16
xml-core,0.13
xorg,7.7
xorg-docs-core,1.7.1
xorg-sgml-doctools,1.11
xserver-common,1.18.4
xserver-xorg-core-hwe-16.04,1.19.6
xserver-xorg-hwe-16.04,7.7
xserver-xorg-input-all-hwe-16.04,7.7
xserver-xorg-input-evdev-hwe-16.04,2.10.5
xserver-xorg-input-synaptics-hwe-16.04,1.9.0
xserver-xorg-input-wacom-hwe-16.04,0.34.0
xserver-xorg-legacy-hwe-16.04,1.19.6
xserver-xorg-video-all-hwe-16.04,7.7
xserver-xorg-video-amdgpu-hwe-16.04,1.4.0
xserver-xorg-video-ati-hwe-16.04,7.10.0
xserver-xorg-video-fbdev-hwe-16.04,0.4.4
xserver-xorg-video-intel-hwe-16.04,2.99.917
xserver-xorg-video-nouveau-hwe-16.04,1.0.15
xserver-xorg-video-qxl-hwe-16.04,0.1.5
xserver-xorg-video-radeon-hwe-16.04,7.10.0
xserver-xorg-video-vesa-hwe-16.04,2.3.4
xserver-xorg-video-vmware-hwe-16.04,13.2.1
xterm,322
xtrans-dev,1.3.5
xul-ext-ubufox,3.4
xz-utils,5.1.1alpha
yelp,3.18.1
yelp-xsl,3.18.1
zeitgeist-core,0.9.16
zeitgeist-datahub,0.9.16
zenity,3.18.1.1
